Pan,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN
Eudiscopus_denticulus,Chiroptera,Eudiscopus,denticulus,NA,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.2,NA,12.0951784,22.22,17.12,19.67,102.43,95.58,99,5,3.925728652,8,0.09,132.37,217.17,1066.73,1506.97,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.56,NA,NA,NA
Eumops_auripendulus,Chiroptera,Eumops,auripendulus,NA,NA,28.49,61.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,16.47340928,21.62,-31.91,-5.14,-34.79,-95.95,-65.37,0,3.312001803,0,0.11,148.58,236.35,1282.56,1519.3,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,28.45,NA,NA,NA
Eumops_bonariensis,Chiroptera,Eumops,bonariensis,NA,NA,12.22,40.12,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,1,NA,0.21511138,20.02,NA,NA,NA,NA,2,3,48.99,NA,NA,NA,NA,16.53542056,21.62,-35.84,-7.11,-34.79,-96.14,-65.46,0,3.29694736,0,0.11,143.9,232.87,1254.68,1488.59,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11.9,NA,NA,NA
Eumops_dabbenei,Chiroptera,Eumops,dabbenei,NA,NA,67.27,76.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.17322753,12.46,-29.97,-8.75,-56.2,-75.53,-65.86,0,3.587676949,0,0.11,91.55,222.25,1080.01,1393.17,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,104.35,NA,NA,NA
Eumops_glaucinus,Chiroptera,Eumops,glaucinus,NA,NA,36.2,59.73,NA,NA,NA,NA,NA,1,NA,1,NA,1.04,1,NA,1.451613827,38.79,NA,NA,NA,NA,2,3,38.49,NA,NA,NA,NA,16.28708382,26.61,-26.32,0.14,-39.68,-105.56,-72.62,0,3.447126314,0,0.12,147.97,232.45,1286.03,1517.73,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,35.38,NA,NA,NA
Eumops_hansae,Chiroptera,Eumops,hansae,NA,NA,15.47,38.29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.35196175,12.46,-15.75,-1.64,-56.53,-83.97,-70.25,0,2.761906874,0,0.14,164.8,248.67,1435.44,1620.69,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,15.05,NA,NA,NA
Eumops_maurus,Chiroptera,Eumops,maurus,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,20.66,NA,12.50294606,7.83,1.45,4.64,-53.98,-59.55,-56.76,0,1.719188776,0,0.04,140.51,258.08,1518.3,1713.3,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,29.38,NA,NA,NA
Eumops_patagonicus,Chiroptera,Eumops,patagonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.31867251,-17.88,-35.84,-26.86,-52.79,-65.17,-58.98,0,3.16463081,0,0.07,81.09,192.21,931.96,1165.08,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,34.01,NA,NA,NA
Eumops_perotis,Chiroptera,Eumops,perotis,NA,NA,50.97,75.49,NA,0,NA,39.76,56,1,NA,1,NA,0.99,1,NA,2.018895042,52.56,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,16.59549593,37.7,-29.71,3.99,-34.79,-122.41,-78.6,0,3.325036021,0,0.11,128.55,218.18,1143.32,1461.18,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,51.13,NA,NA,NA
Eumops_trumbulli,Chiroptera,Eumops,trumbulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85363823,11.11,-17.92,-3.4,-48.9,-81.32,-65.11,0,2.729811693,0,0.13,169.16,235.24,1367.82,1558.49,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,34.01,NA,NA,NA
Eumops_underwoodi,Chiroptera,Eumops,underwoodi,NA,NA,58.67,71.24,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.5787482,32.58,12.68,22.63,-86.9,-112.74,-99.82,1,4.295923936,3,0.09,85.55,202.4,913.43,1490.8,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,54.7,NA,NA,NA
Falsistrellus_affinis,Chiroptera,Falsistrellus,affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45686752,30.74,6.22,18.48,103.02,75.96,89.49,1,5.794871637,2,0.08,138.6,159.42,950.08,1250,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.23,NA,NA,NA
Falsistrellus_mackenziei,Chiroptera,Falsistrellus,mackenziei,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.61656358,-31.37,-35.06,-33.21,117,114.97,115.98,0,3.444895237,0,0.11,64.03,153.5,462.51,1179.61,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,23,NA,NA,NA
Falsistrellus_mordax,Chiroptera,Falsistrellus,mordax,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10.46,NA,11.75018649,-5.87,-8.78,-7.32,114.6,105.2,109.9,270,6.714037026,324,0.04,195.11,245.51,1370.42,1640.76,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.23,NA,NA,NA
Falsistrellus_petersi,Chiroptera,Falsistrellus,petersi,NA,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.05,NA,13.91129247,18.65,-5.7,6.47,128.34,108.83,118.59,1,4.462684538,4,0.14,246.75,238.56,1657.49,1729.28,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,22.77,NA,NA,NA
Falsistrellus_tasmaniensis,Chiroptera,Falsistrellus,tasmaniensis,NA,NA,22.54,49.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.98557872,-26.5,-43.64,-35.07,153.63,141.2,147.42,0,3.507956918,1,0.04,69.83,136.54,677.9,1040.11,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,22.54,NA,NA,NA
Furipterus_horrens,Chiroptera,Furipterus,horrens,NA,NA,3.15,35.49,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.95690607,12.46,-26.52,-7.02,-34.79,-84.36,-59.57,0,3.433341835,0,0.1,159.6,243.71,1347.92,1572.7,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.18,NA,NA,NA
Glauconycteris_alboguttata,Chiroptera,Glauconycteris,alboguttata,NA,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.05,NA,13.46131769,3.51,-1.72,0.89,28.05,14.08,21.07,0,2.228938553,1,0.12,153.37,248.39,1508.16,1588.51,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.42,NA,NA,NA
Glauconycteris_argentata,Chiroptera,Glauconycteris,argentata,NA,NA,9.3,40.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.9714234,4.17,-10.15,-2.99,38.65,9.9,24.27,0,3.575150689,1,0.14,120.04,231.14,1181.3,1527.68,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.3,NA,NA,NA
Glauconycteris_beatrix,Chiroptera,Glauconycteris,beatrix,NA,NA,7.5,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.99213195,8.88,-2.21,3.33,12.84,-7.07,2.88,1,4.063025879,1,0.12,139.41,258.5,1297.94,1577.02,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.5,NA,NA,NA
Glauconycteris_curryae,Chiroptera,Glauconycteris,curryae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.81595319,4.75,-0.29,2.22,17.38,12.46,14.92,0,1.442201993,1,0.03,140,242.2,1397.73,1496.73,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.11,NA,NA,NA
Glauconycteris_egeria,Chiroptera,Glauconycteris,egeria,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.41,NA,12.55824931,7.36,2.87,5.12,18.58,11.91,15.25,1,2.197224577,3,0.1,129.53,241.95,1179.46,1500.5,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.42,NA,NA,NA
Glauconycteris_gleni,Chiroptera,Glauconycteris,gleni,NA,NA,10.81,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.26219605,6.68,0.12,3.4,34.25,10.88,22.56,4,3.959288198,4,0.11,125.05,236.58,1246.73,1521.13,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.81,NA,NA,NA
Glauconycteris_humeralis,Chiroptera,Glauconycteris,humeralis,NA,NA,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.58489099,2.79,-2.24,0.27,35.55,26.82,31.19,1,4.198554416,2,0.16,118.09,223.94,1361.41,1596.03,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.49,NA,NA,NA
Glauconycteris_kenyacola,Chiroptera,Glauconycteris,kenyacola,NA,NA,7.17,40.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4.26521188,-2.16,-2.25,-2.21,40.16,40.08,40.12,5,1.791759469,5,0.25,66,272,887,1761,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.17,NA,NA,NA
Glauconycteris_machadoi,Chiroptera,Glauconycteris,machadoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.398378605,-11.6,-11.85,-11.73,20.94,20.68,20.81,2,1.098612289,2,1,104,224,882,1341,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.11,NA,NA,NA
Glauconycteris_poensis,Chiroptera,Glauconycteris,poensis,NA,NA,6.91,37.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.39631176,14.3,-2.97,5.66,29.85,-16.82,6.51,1,4.252202647,2,0.11,157.62,251.73,1304.57,1556.73,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.91,NA,NA,NA
Glauconycteris_superba,Chiroptera,Glauconycteris,superba,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,15,NA,12.59466233,8.21,-0.21,3.99,32.11,-7.26,12.42,10,4.435685878,19,0.18,120.11,255.52,1328.56,1602.89,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.42,NA,NA,NA
Glauconycteris_variegata,Chiroptera,Glauconycteris,variegata,NA,NA,11.25,43.54,NA,NA,NA,NA,NA,1,NA,1,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,16.09900869,14.33,-30.74,-8.2,41.4,-16.94,12.23,0,3.617114888,1,0.14,106.66,236.76,1037.93,1531.22,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11.25,NA,NA,NA
Glischropus_javanus,Chiroptera,Glischropus,javanus,NA,NA,NA,32.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.37,NA,6.501604936,-6.63,-6.89,-6.76,106.89,106.63,106.76,1057,6.964135612,1057,0.13,345,229,1653,1922,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.91,NA,NA,NA
Glischropus_tylopus,Chiroptera,Glischropus,tylopus,NA,NA,4.59,29,NA,NA,NA,NA,NA,1,NA,1,NA,1,2,NA,0.223143551,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.25191551,22.07,-5.94,8.06,127.9,95.18,111.54,1,4.427477898,5,0.12,217.01,247.94,1502.1,1713.66,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.39,NA,NA,NA
Glossophaga_commissarisi,Chiroptera,Glossophaga,commissarisi,NA,NA,9.15,34.37,NA,NA,NA,NA,NA,3,NA,1,NA,0.98,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,15.41977996,25.76,-15.32,5.21,-59.74,-108.54,-84.14,0,3.447762851,0,0.11,173.54,234.75,1377.37,1583.32,NA,40,0,0,0,0,0,30,30,0,0,Ar,1,0,0,8.9,NA,NA,NA
Glossophaga_leachii,Chiroptera,Glossophaga,leachii,NA,NA,10.24,35.71,NA,NA,NA,NA,NA,3,NA,1,NA,0.98,2,NA,NA,15.51,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0.38,12.67590029,20.11,9.59,14.85,-84.89,-100.42,-92.66,6,4.884845288,20,0.08,119.14,208.6,1065.32,1603.74,NA,40,0,0,0,0,0,30,30,0,0,Ar,1,0,0,10.1,NA,NA,NA
Glossophaga_longirostris,Chiroptera,Glossophaga,longirostris,NA,NA,13.32,38.49,NA,NA,NA,26.46,13.5,3,NA,1,NA,0.98,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,13.23075105,12.46,2.4,7.43,-58.58,-75.7,-67.14,0,4.127618139,0,0.12,105.87,251.37,1296.26,1706.67,NA,40,0,0,0,0,0,30,30,0,0,Ar,1,0,0,11.92,NA,NA,NA
Glossophaga_morenoi,Chiroptera,Glossophaga,morenoi,NA,NA,8.54,34.5,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,12.65828485,20.26,15.26,17.76,-92.57,-104.26,-98.42,6,4.696289779,12,0.07,109.3,204.46,979.36,1553.57,NA,40,0,0,0,0,0,30,30,0,0,Ar,1,0,0,8.4,NA,NA,NA
Glossophaga_soricina,Chiroptera,Glossophaga,soricina,NA,NA,9.97,35.7,48.99,0,NA,21.07,8.75,3,107.97,1,NA,1,2,120,NA,NA,NA,NA,NA,NA,2,2,32.3,NA,NA,NA,NA,16.55414617,29.56,-34.78,-2.61,-34.79,-110.73,-72.76,0,3.470412451,0,0.11,141.96,230.99,1244.18,1508.29,NA,40,0,0,0,0,0,30,30,0,0,Ar,1,0,0,9.43,2,1,LC
Glyphonycteris_behnii,Chiroptera,Glyphonycteris,behnii,NA,NA,NA,45.99,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,14.53,NA,13.85789167,-10.91,-16.43,-13.67,-52.67,-72.32,-62.5,0,1.523880024,0,0.23,157.81,232.43,1253.21,1480.03,NA,80,0,0,0,0,0,20,0,0,0,S,1,0,0,11.32,NA,NA,NA
Glyphonycteris_daviesi,Chiroptera,Glyphonycteris,daviesi,NA,NA,18.61,55.5,NA,NA,NA,NA,NA,2,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,15.3758279,16.02,-16.64,-0.31,-46.35,-87.31,-66.83,0,2.913437031,0,0.12,181.36,239.36,1427.66,1596.84,NA,80,0,0,0,0,0,20,0,0,0,S,1,0,0,18.61,NA,NA,NA
Glyphonycteris_sylvestris,Chiroptera,Glyphonycteris,sylvestris,NA,NA,8.91,40.5,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,15.85021038,23.67,-25.47,-0.89,-34.79,-106.8,-70.79,0,3.622205321,0,0.11,160.43,244.79,1365.8,1601.19,NA,80,0,0,0,0,0,20,0,0,0,S,1,0,0,8.91,NA,NA,NA
Harpiocephalus_harpia,Chiroptera,Harpiocephalus,harpia,NA,NA,13.65,44.92,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.1959734,27.68,-8.84,9.41,128.34,75.35,101.85,4,5.835103092,17,0.1,189.39,229.46,1336.41,1537.69,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,16.31,NA,NA,NA
Harpiocephalus_mordax,Chiroptera,Harpiocephalus,mordax,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.09,NA,11.57058551,23.22,5.45,14.33,116.87,96.25,106.56,5,3.886705197,5,0.09,136.13,227.57,1135.24,1601.19,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,16.31,NA,NA,NA
Harpyionycteris_celebensis,Chiroptera,Harpyionycteris,celebensis,NA,NA,116.77,90.29,144.16,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.56486865,1.75,-3.86,-1.05,125.24,118.75,121.99,17,4.198404232,17,0.1,224.32,204.95,1812.6,1909.15,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,104,NA,NA,NA
Harpyionycteris_whiteheadi,Chiroptera,Harpyionycteris,whiteheadi,NA,NA,135.48,85.47,152.15,NA,365,NA,NA,1,132.74,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,111.6,NA,NA,NA,NA,12.35066296,18.65,5.55,12.1,126.6,119.74,123.17,19,5.457796681,32,0.1,200.92,241.16,1470.69,1729.38,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,110.5,NA,NA,NA
Hesperoptenus_blanfordi,Chiroptera,Hesperoptenus,blanfordi,NA,NA,6.91,26.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.03337388,18.74,1.26,10,119.26,96.92,108.09,3,4.746061925,5,0.13,221.88,249.83,1443.87,1773.76,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.53,NA,NA,NA
Hesperoptenus_doriae,Chiroptera,Hesperoptenus,doriae,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.74,NA,8.835454904,4.61,2.33,3.47,113.59,101.61,107.6,2,2.766319109,2,0.14,240.39,244.45,1680.05,1708.87,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.56,NA,NA,NA
Hesperoptenus_gaskelli,Chiroptera,Hesperoptenus,gaskelli,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.4,NA,2.291524146,-1.83,-1.86,-1.85,121.51,121.48,121.5,17,2.890371758,17,0.13,237,206,1795,1923,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13.07,NA,NA,NA
Hesperoptenus_tickelli,Chiroptera,Hesperoptenus,tickelli,NA,NA,16.3,54.99,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.95989645,28.64,6.44,17.54,102.57,72.71,87.64,6,5.690933614,39,0.08,129.82,232.52,917.79,1490.22,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,16.3,NA,NA,NA
Hesperoptenus_tomesi,Chiroptera,Hesperoptenus,tomesi,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,20.66,NA,8.405908496,5.66,2.66,4.16,117.28,102.06,109.67,4,3.424588334,4,0.23,224.26,240.35,1755.75,1828.66,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,31,NA,NA,NA
Hipposideros_abae,Chiroptera,Hipposideros,abae,NA,NA,NA,60.5,NA,NA,NA,NA,NA,NA,91.24,1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,31.87,NA,15.15377558,9.93,-2.87,3.53,32.12,-13.16,9.48,0,3.745968421,1,0.1,141.01,248.93,1287.07,1586.32,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.31,NA,NA,NA
Hipposideros_ater,Chiroptera,Hipposideros,ater,NA,NA,5.86,38.99,NA,NA,380.2,NA,NA,1,195,1,NA,0.99,NA,NA,0.223143551,NA,NA,NA,326.81,NA,2,3,79.2,0.741937345,NA,NA,NA,15.56020403,28.68,-25.16,1.76,153.01,70.54,111.78,0,5.331316845,0,0.09,148.22,247.89,1040.75,1588.36,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.79,NA,NA,NA
Hipposideros_beatus,Chiroptera,Hipposideros,beatus,NA,NA,6.7,43.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.56446895,9.54,-0.65,4.44,30.21,-13.32,8.44,0,3.933588783,1,0.1,147.9,247.98,1292.1,1582.27,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.65,NA,NA,NA
Hipposideros_bicolor,Chiroptera,Hipposideros,bicolor,NA,NA,8.39,43.79,NA,NA,NA,NA,NA,1,42.1,1,NA,0.99,NA,NA,0.182321557,NA,NA,NA,587.78,NA,2,3,NA,NA,NA,NA,NA,13.87854813,18.65,-10.94,3.85,127.3,95.18,111.24,0,5.360399749,12,0.12,223.81,248.78,1636.15,1771.76,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.64,NA,NA,NA
Hipposideros_breviceps,Chiroptera,Hipposideros,breviceps,NA,NA,NA,44.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,13.21,NA,6.448256282,-2.5,-2.85,-2.68,100.22,99.95,100.08,43,3.784189634,43,0.34,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.31,NA,NA,NA
Hipposideros_calcaratus,Chiroptera,Hipposideros,calcaratus,NA,NA,NA,50.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,18.99,NA,12.51528181,-0.81,-11.85,-6.33,162.39,133.93,148.16,1,2.53449015,2,0.12,280.94,227.3,1668.59,1699.8,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11.35,NA,NA,NA
Hipposideros_camerunensis,Chiroptera,Hipposideros,camerunensis,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,58.98,NA,12.72537316,5.29,-1.22,2.03,35.97,9.02,22.49,1,3.798854307,2,0.14,148.83,232.62,1441.11,1602.42,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,23.28,NA,NA,NA
Hipposideros_cervinus,Chiroptera,Hipposideros,cervinus,NA,NA,8.51,45.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0.270027137,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.30178897,9.82,-17.82,-4,168.59,95.18,131.89,0,4.188441886,2,0.13,244.2,240.57,1661.6,1745.71,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.3,NA,NA,NA
Hipposideros_coronatus,Chiroptera,Hipposideros,coronatus,NA,NA,NA,46.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,15,NA,6.970326241,9.82,9.37,9.6,125.7,125.39,125.54,103,5.090431818,103,0.07,281,220,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.59,NA,NA,NA
Hipposideros_corynophyllus,Chiroptera,Hipposideros,corynophyllus,NA,NA,15.07,48.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7.736678207,-4.72,-5.25,-4.99,141.97,141.42,141.7,2,1.558144618,2,0.49,281.74,186,1742.24,1742.24,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.5,NA,NA,NA
