origin,host_class,host_order,host_family,host_genus,host_species,virus_genus
Genbank,Mammalia,Carnivora,Felidae,Felis,Felis catus,Alphacoronavirus
Genbank,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Alphacoronavirus
Genbank,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros caffer,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros vittatus,Alphacoronavirus
Genbank,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Alphacoronavirus
Genbank,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros abae,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros ruber,Alphacoronavirus
Genbank,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Alphacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Alphacoronavirus
Genbank,Mammalia,Carnivora,Mustelidae,Neovison,Neovison vison,Alphacoronavirus
Genbank,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus magnater,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis ricketti,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,Nyctalus plancyi,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus coromandra,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis horsfieldii,Alphacoronavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pratti,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Alphacoronavirus
Genbank,Mammalia,Carnivora,Canidae,Canis,Canis mesomelas,Alphacoronavirus
Genbank,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,Alphacoronavirus
Genbank,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,Alphacoronavirus
Genbank,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,Alphacoronavirus
Genbank,Mammalia,Carnivora,Mustelidae,Melogale,Melogale moschata,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,Alphacoronavirus
Genbank,Mammalia,Soricomorpha,Soricidae,Suncus,Suncus murinus,Alphacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Apodemus,Apodemus chevrieri,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis davidii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina leucogaster,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros larvatus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon pumilus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus inflatus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus natalensis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Mystacinidae,Mystacina,Mystacina tuberculata,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros bicolor,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros gigas,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Triaenops,Triaenops persicus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira erythromos,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Lichonycteris,Lichonycteris obscura,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus shameli,Alphacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Deomys,Deomys ferrugineus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus coelophyllus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros lekaguli,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Alphacoronavirus
Genbank,Mammalia,Soricomorpha,Soricidae,Crocidura,Crocidura attenuata,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus pipistrellus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis daubentonii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis longipes,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus affinis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus dinganii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Mesophylla,Mesophylla macconnelli,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus leucogaster,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Mops,Mops condylurus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus nux,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris spelaea,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros armiger,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus euryale,Alphacoronavirus
Genbank,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus australis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus megaphyllus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis macropus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma hardwickii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus sphinx,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris robustula,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis velifer,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,Lonchorhina aurita,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis riparius,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis nigricans,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Molossus,Molossus rufus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis nattereri,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Megadermatidae,Cardioderma,Cardioderma cor,Alphacoronavirus
Genbank,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Alphacoronavirus
Genbank,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus gambianus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus inexspectatus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus pusillus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus woermanni,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis emarginatus,Alphacoronavirus
Genbank,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops abrasus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops planirostris,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Perimyotis,Pipistrellus subflavus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus gouldii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Falsistrellus,Falsistrellus mackenziei,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,Vespadelus regulus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,Vespadelus baverstocki,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus morio,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,Neoromicia capensis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis brandtii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus capensis,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,Neoromicia nanus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus clivosus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus simulator,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis punicus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus serotinus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis capaccinii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus abramus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis volans,Alphacoronavirus
Genbank,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex araneus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus stheno,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pomona,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis blythii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,Hypsugo savii,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,Nyctalus lasiopterus,Alphacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus pusillus,Alphacoronavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphapapillomavirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,Alphapapillomavirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Alphapapillomavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Alphavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Alphavirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis catus,Alphavirus
HP3,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Erythrocebus,Erythrocebus patas,Alphavirus
HP3,Mammalia,Primates,Galagidae,Galago,Galago senegalensis,Alphavirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros caffer,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,Alphavirus
HP3,Mammalia,Rodentia,Muridae,Mastomys,Mastomys natalensis,Alphavirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio hamadryas,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio papio,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio ursinus,Alphavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,Alphavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphavirus
HP3,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon pumilus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Alphavirus
HP3,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus cinereus,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota monax,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,Alphavirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis keenii,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis septentrionalis,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gossypinus,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Alphavirus
HP3,Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,Rhynchonycteris naso,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Ictidomys,Ictidomys tridecemlineatus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Alphavirus
HP3,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis,Alphavirus
HP3,Mammalia,Cingulata,Dasypodidae,Tolypeutes,Tolypeutes matacus,Alphavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphavirus
HP3,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,Alphavirus
HP3,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus tridactylus,Alphavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,Alphavirus
HP3,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,Alphavirus
HP3,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni,Alphavirus
HP3,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou prehensilis,Alphavirus
HP3,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,Alphavirus
HP3,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,Alphavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Alphavirus
HP3,Mammalia,Primates,Callitrichidae,Mico,Callithrix leucippe,Alphavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Philander,Philander opossum,Alphavirus
HP3,Mammalia,Primates,Pitheciidae,Pithecia,Pithecia pithecia,Alphavirus
HP3,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,Alphavirus
HP3,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus midas,Alphavirus
HP3,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,Alphavirus
HP3,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Alphavirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus rufus,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus dorsalis,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus leucogaster,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus sphinx,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Philantomba,Philantomba monticola,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Akodon,Akodon azarae,Alphavirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Alphavirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus agilis,Alphavirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus robustus,Alphavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus alecto,Alphavirus
HP3,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,Atelerix albiventris,Alphavirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus pogonias,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,Alphavirus
HP3,Mammalia,Rodentia,Muridae,Hydromys,Hydromys chrysogaster,Alphavirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,Alphavirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Alphavirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis dalli,Alphavirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,Alphavirus
HP3,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,Alphavirus
HP3,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga leonina,Alphavirus
HP3,Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus phaeotis,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Alphavirus
HP3,Mammalia,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,Alphavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys alfaroi,Alphavirus
HP3,Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys anomalus,Alphavirus
HP3,Mammalia,Rodentia,Echimyidae,Hoplomys,Hoplomys gymnurus,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Hylaeamys,Oryzomys laticeps,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Melanomys,Melanomys caliginosus,Alphavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis nigricans,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Alphavirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guairae,Alphavirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys semispinosus,Alphavirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Alphavirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus variegatoides,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Alphavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Zygodontomys,Zygodontomys brevicauda,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,Alphavirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus,Alphavirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,Alphavirus
HP3,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,Alphavirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,Alphavirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus griseus,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus beecheyi,Alphavirus
HP3,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus richardsonii,Alphavirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,Alphavirus
HP3,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Aphthovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Antilope,Antilope cervicapra,Aphthovirus
HP3,Mammalia,Artiodactyla,Cervidae,Axis,Axis axis,Aphthovirus
HP3,Mammalia,Artiodactyla,Cervidae,Blastocerus,Blastocerus dichotomus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Boselaphus,Boselaphus tragocamelus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Aphthovirus
HP3,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes gnou,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes taurinus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,Aphthovirus
HP3,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus,Aphthovirus
HP3,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,Erinaceus europaeus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Gazella,Gazella gazella,Aphthovirus
HP3,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus equinus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger,Aphthovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,Aphthovirus
HP3,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Aphthovirus
HP3,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,Aphthovirus
HP3,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,Aphthovirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,Aphthovirus
HP3,Mammalia,Artiodactyla,Cervidae,Muntiacus,Muntiacus muntjak,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Nanger,Nanger granti,Aphthovirus
